Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,Temperature,Humidity
Sunflower,2015,Rabi       ,Maharashtra,28631.0,7250,875.7,4521121.21,9448.23,0.24826087,124,45,80,29.81,78.48
Sunflower,2015,Rabi       ,Maharashtra,28631.0,7250,875.7,4521121.21,9448.23,0.24826087,73,30,87,20.19,50.58
Sunflower,2015,Summer     ,Maharashtra,1020.0,1335,875.7,161068.2,336.6,0.644,81,45,75,25.19,82.04
Sunflower,2015,Summer     ,Maharashtra,1020.0,1335,875.7,161068.2,336.6,0.644,124,45,80,29.81,78.48
Sunflower,2015,Summer     ,Maharashtra,1020.0,1335,875.7,161068.2,336.6,0.644,73,30,87,20.19,50.58
Tobacco,2015,Whole Year ,Maharashtra,1606.0,2803,875.7,253603.46,529.98,1.125,84,39,87,33.2,72.53
Urad,2015,Kharif     ,Maharashtra,285900.0,61420,875.7,45146469.0,94347.0,0.323939394,132,73,81,24.51,78.62
Wheat,2015,Rabi       ,Maharashtra,910854.0,981351,875.7,143832955.1,300581.82,1.0278125,119,75,86,33.09,56.26
other oilseeds,2015,Rabi       ,Maharashtra,9154.0,2364,875.7,1445508.14,3020.82,0.317307692,89,64,42,26.82,71.28
other oilseeds,2015,Rabi       ,Maharashtra,9154.0,2364,875.7,1445508.14,3020.82,0.317307692,103,23,33,31.64,62.16
other oilseeds,2015,Summer     ,Maharashtra,307.0,340,875.7,48478.37,101.31,0.68,89,64,42,26.82,71.28
other oilseeds,2015,Summer     ,Maharashtra,307.0,340,875.7,48478.37,101.31,0.68,103,23,33,31.64,62.16
Arhar/Tur,2015,Kharif     ,Manipur,533.0,581,1329.1,84166.03,175.89,1.088888889,93,66,25,32.39,77.85
Banana,2015,Whole Year ,Manipur,6952.0,93946,1329.1,1097790.32,2294.16,13.58,111,31,52,24.52,71.61
Cashewnut,2015,Whole Year ,Manipur,34.0,19,1329.1,5368.94,11.22,0.555,148,44,28,29.6,74.86
Cowpea(Lobia),2015,Kharif     ,Manipur,962.0,1051,1329.1,151909.42,317.46,1.107777778,117,75,31,29.11,52.9
Dry chillies,2015,Whole Year ,Manipur,199.0,1511,1329.1,31424.09,65.67,7.786,82,77,70,27.14,55.51
Ginger,2015,Kharif     ,Manipur,3226.0,38092,1329.1,509417.66,1064.58,11.95,126,29,22,27.04,72.08
Gram,2015,Rabi       ,Manipur,768.0,713,1329.1,121274.88,253.44,0.926666667,105,41,75,24.58,57.25
Groundnut,2015,Kharif     ,Manipur,3375.0,2977,1329.1,532946.25,1113.75,0.884444444,85,26,65,24.65,69.95
Maize,2015,Kharif     ,Manipur,19720.0,44380,1329.1,3113985.2,6507.6,2.287777778,103,43,55,28.22,77.6
Maize,2015,Kharif     ,Manipur,19720.0,44380,1329.1,3113985.2,6507.6,2.287777778,68,21,32,20.48,82.39
Maize,2015,Rabi       ,Manipur,7000.0,17180,1329.1,1105370.0,2310.0,2.462222222,103,43,55,28.22,77.6
Maize,2015,Rabi       ,Manipur,7000.0,17180,1329.1,1105370.0,2310.0,2.462222222,68,21,32,20.48,82.39
Masoor,2015,Rabi       ,Manipur,671.0,623,1329.1,105957.61,221.43,0.927777778,92,51,32,34.0,55.72
Moong(Green Gram),2015,Kharif     ,Manipur,451.0,500,1329.1,71217.41,148.83,1.105555556,61,40,77,29.75,79.68
Other  Rabi pulses,2015,Rabi       ,Manipur,6271.0,5793,1329.1,990253.61,2069.43,0.921111111,60,26,53,26.65,64.53
Other Kharif pulses,2015,Kharif     ,Manipur,1531.0,1718,1329.1,241760.21,505.23,1.132222222,119,27,62,20.93,77.16
Peas & beans (Pulses),2015,Rabi       ,Manipur,18290.0,17192,1329.1,2888173.9,6035.7,0.935555556,61,72,47,29.45,55.81
Potato,2015,Whole Year ,Manipur,15250.0,129170,1329.1,2408127.5,5032.5,8.488888889,140,70,75,20.27,70.61
Rapeseed &Mustard,2015,Rabi       ,Manipur,29000.0,24520,1329.1,4579390.0,9570.0,0.846666667,90,57,66,30.2,83.5
Rice,2015,Kharif     ,Manipur,237000.0,508140,1329.1,37424670.0,78210.0,1.876666667,74,40,54,21.09,54.26
Soyabean,2015,Kharif     ,Manipur,5105.0,4283,1329.1,806130.55,1684.65,0.835555556,52,27,38,29.84,83.11
Sugarcane,2015,Whole Year ,Manipur,6000.0,348000,1329.1,947460.0,1980.0,54.38111111,52,76,70,26.09,68.11
Turmeric,2015,Whole Year ,Manipur,2670.0,30962,1329.1,421619.7,881.1,11.85666667,133,44,39,29.94,82.93
Urad,2015,Kharif     ,Manipur,1443.0,1618,1329.1,227864.13,476.19,1.135555556,77,47,48,22.08,88.34
Wheat,2015,Rabi       ,Manipur,2250.0,5620,1329.1,355297.5,742.5,2.503333333,72,47,84,21.76,56.39
Arhar/Tur,2015,Kharif     ,Mizoram,268.0,250,2310.8,42319.88,88.44,1.038333333,97,73,57,23.71,76.98
Cotton(lint),2015,Kharif     ,Mizoram,176.0,77,2310.8,27792.16,58.08,0.612,116,50,68,26.17,59.4
Cowpea(Lobia),2015,Kharif     ,Mizoram,1195.0,1363,2310.8,188702.45,394.35,1.12125,91,71,47,23.8,55.42
Cowpea(Lobia),2015,Kharif     ,Mizoram,1195.0,1363,2310.8,188702.45,394.35,1.12125,137,55,52,21.23,75.12
Cowpea(Lobia),2015,Rabi       ,Mizoram,107.0,117,2310.8,16896.37,35.31,0.996666667,91,71,47,23.8,55.42
Cowpea(Lobia),2015,Rabi       ,Mizoram,107.0,117,2310.8,16896.37,35.31,0.996666667,137,55,52,21.23,75.12
Maize,2015,Kharif     ,Mizoram,5672.0,9868,2310.8,895665.52,1871.76,1.94625,89,44,32,24.88,54.32
Maize,2015,Kharif     ,Mizoram,5672.0,9868,2310.8,895665.52,1871.76,1.94625,55,71,63,30.59,68.61
Maize,2015,Rabi       ,Mizoram,205.0,427,2310.8,32371.55,67.65,2.57,89,44,32,24.88,54.32
Maize,2015,Rabi       ,Mizoram,205.0,427,2310.8,32371.55,67.65,2.57,55,71,63,30.59,68.61
Onion,2015,Rabi       ,Mizoram,5.0,73,2310.8,789.55,1.65,14.6,69,75,71,28.75,75.44
Other  Rabi pulses,2015,Rabi       ,Mizoram,1277.0,2038,2310.8,201651.07,421.41,1.545,60,60,60,34.45,69.99
Other Kharif pulses,2015,Kharif     ,Mizoram,860.0,1274,2310.8,135802.6,283.8,1.34125,145,56,68,26.54,77.88
Potato,2015,Kharif     ,Mizoram,6.0,6,2310.8,947.46,1.98,1.0,76,57,26,24.99,82.06
Potato,2015,Kharif     ,Mizoram,6.0,6,2310.8,947.46,1.98,1.0,70,70,55,30.41,84.89
Potato,2015,Rabi       ,Mizoram,350.0,2894,2310.8,55268.5,115.5,6.275,76,57,26,24.99,82.06
Potato,2015,Rabi       ,Mizoram,350.0,2894,2310.8,55268.5,115.5,6.275,70,70,55,30.41,84.89
Rapeseed &Mustard,2015,Rabi       ,Mizoram,743.0,694,2310.8,117327.13,245.19,0.86625,62,31,45,26.18,72.39
Rice,2015,Autumn     ,Mizoram,19851.0,24343,2310.8,3134671.41,6550.83,1.22375,135,56,46,29.27,61.07
Rice,2015,Autumn     ,Mizoram,19851.0,24343,2310.8,3134671.41,6550.83,1.22375,84,56,43,34.19,70.39
Rice,2015,Autumn     ,Mizoram,19851.0,24343,2310.8,3134671.41,6550.83,1.22375,96,50,52,27.49,65.51
Rice,2015,Kharif     ,Mizoram,16804.0,36471,2310.8,2653519.64,5545.32,2.16,135,56,46,29.27,61.07
Rice,2015,Kharif     ,Mizoram,16804.0,36471,2310.8,2653519.64,5545.32,2.16,84,56,43,34.19,70.39
Rice,2015,Kharif     ,Mizoram,16804.0,36471,2310.8,2653519.64,5545.32,2.16,96,50,52,27.49,65.51
Rice,2015,Rabi       ,Mizoram,498.0,1275,2310.8,78639.18,164.34,2.515,135,56,46,29.27,61.07
Rice,2015,Rabi       ,Mizoram,498.0,1275,2310.8,78639.18,164.34,2.515,84,56,43,34.19,70.39
Rice,2015,Rabi       ,Mizoram,498.0,1275,2310.8,78639.18,164.34,2.515,96,50,52,27.49,65.51
Sesamum,2015,Kharif     ,Mizoram,868.0,650,2310.8,137065.88,286.44,0.7625,135,37,37,27.47,59.04
Soyabean,2015,Kharif     ,Mizoram,1048.0,1613,2310.8,165489.68,345.84,1.43625,77,45,24,31.63,71.16
Sugarcane,2015,Whole Year ,Mizoram,1542.0,51270,2310.8,243497.22,508.86,32.8575,70,25,20,31.34,50.91
Tapioca,2015,Kharif     ,Mizoram,135.0,460,2310.8,21317.85,44.55,4.1975,67,28,22,27.74,74.22
Tobacco,2015,Whole Year ,Mizoram,353.0,121,2310.8,55742.23,116.49,0.4525,80,30,55,20.97,82.86
Arhar/Tur,2015,Kharif     ,Nagaland,3050.0,2750,1308.3,481625.5,1006.5,0.887272727,109,50,54,34.71,89.98
Bajra,2015,Kharif     ,Nagaland,690.0,700,1308.3,108957.9,227.7,0.989090909,86,74,70,25.66,86.87
Barley,2015,Rabi       ,Nagaland,530.0,540,1308.3,83692.3,174.9,1.01,70,65,31,24.75,53.59
Castor seed,2015,Kharif     ,Nagaland,330.0,220,1308.3,52110.3,108.9,0.62,63,75,34,34.72,56.5
Cotton(lint),2015,Kharif     ,Nagaland,130.0,80,1308.3,20528.3,42.9,0.615,138,21,23,33.08,55.55
Cowpea(Lobia),2015,Kharif     ,Nagaland,520.0,770,1308.3,82113.2,171.6,1.476666667,140,78,75,24.95,72.33
Ginger,2015,Kharif     ,Nagaland,3720.0,33930,1308.3,587425.2,1227.6,9.120909091,109,48,35,24.62,51.84
Gram,2015,Rabi       ,Nagaland,770.0,650,1308.3,121590.7,254.1,0.821818182,72,65,25,30.81,87.48
Groundnut,2015,Kharif     ,Nagaland,890.0,920,1308.3,140539.9,293.7,1.028181818,144,76,82,25.01,52.47
Horse-gram,2015,Kharif     ,Nagaland,490.0,520,1308.3,77375.9,161.7,1.040909091,78,70,42,23.77,65.65
Jowar,2015,Kharif     ,Nagaland,250.0,240,1308.3,39477.5,82.5,0.96,96,61,63,34.7,85.76
Jute,2015,Kharif     ,Nagaland,2430.0,5830,1308.3,383721.3,801.9,6.1725,79,24,20,28.49,87.94
Linseed,2015,Rabi       ,Nagaland,5790.0,4680,1308.3,914298.9,1910.7,0.805454545,139,42,76,31.44,68.61
Maize,2015,Kharif     ,Nagaland,63640.0,125920,1308.3,10049392.4,21001.2,1.978181818,133,55,46,30.7,69.54
Maize,2015,Kharif     ,Nagaland,63640.0,125920,1308.3,10049392.4,21001.2,1.978181818,87,26,44,31.33,75.45
Maize,2015,Rabi       ,Nagaland,5270.0,10440,1308.3,832185.7,1739.1,1.981666667,133,55,46,30.7,69.54
Maize,2015,Rabi       ,Nagaland,5270.0,10440,1308.3,832185.7,1739.1,1.981666667,87,26,44,31.33,75.45
Masoor,2015,Rabi       ,Nagaland,2130.0,1790,1308.3,336348.3,702.9,0.828888889,132,75,81,33.55,66.31
Mesta,2015,Kharif     ,Nagaland,1850.0,2050,1308.3,292133.5,610.5,1.105454545,76,32,37,27.51,62.99
Moong(Green Gram),2015,Kharif     ,Nagaland,390.0,400,1308.3,61584.9,128.7,1.008888889,138,61,49,31.3,79.58
Niger seed,2015,Kharif     ,Nagaland,32370.0,36170,1308.3,5111546.7,10682.1,1.08,136,29,49,31.95,73.81
Niger seed,2015,Kharif     ,Nagaland,32370.0,36170,1308.3,5111546.7,10682.1,1.08,142,55,66,34.2,69.27
Niger seed,2015,Rabi       ,Nagaland,35500.0,33850,1308.3,5605805.0,11715.0,0.959090909,136,29,49,31.95,73.81
Niger seed,2015,Rabi       ,Nagaland,35500.0,33850,1308.3,5605805.0,11715.0,0.959090909,142,55,66,34.2,69.27
Other  Rabi pulses,2015,Rabi       ,Nagaland,9320.0,11780,1308.3,1471721.2,3075.6,1.257777778,64,35,41,30.7,54.03
Other Kharif pulses,2015,Kharif     ,Nagaland,10480.0,12740,1308.3,1654896.8,3458.4,1.199,108,34,61,33.39,52.75
Peas & beans (Pulses),2015,Kharif     ,Nagaland,2360.0,3210,1308.3,372667.6,778.8,1.357,52,72,53,21.43,70.43
Peas & beans (Pulses),2015,Kharif     ,Nagaland,2360.0,3210,1308.3,372667.6,778.8,1.357,59,62,82,21.89,74.78
Peas & beans (Pulses),2015,Rabi       ,Nagaland,7160.0,7870,1308.3,1130635.6,2362.8,1.1,52,72,53,21.43,70.43
Peas & beans (Pulses),2015,Rabi       ,Nagaland,7160.0,7870,1308.3,1130635.6,2362.8,1.1,59,62,82,21.89,74.78
Potato,2015,Rabi       ,Nagaland,7310.0,73140,1308.3,1154322.1,2412.3,9.953636364,128,38,23,22.38,76.3
Ragi,2015,Kharif     ,Nagaland,330.0,320,1308.3,52110.3,108.9,1.001428571,129,40,50,22.17,85.8
Rapeseed &Mustard,2015,Rabi       ,Nagaland,27540.0,27840,1308.3,4348841.4,9088.2,1.01,66,75,70,21.31,82.65
Rice,2015,Kharif     ,Nagaland,176790.0,427240,1308.3,27916908.9,58340.7,2.41,132,54,69,21.84,55.63
Rice,2015,Kharif     ,Nagaland,176790.0,427240,1308.3,27916908.9,58340.7,2.41,60,34,33,34.94,81.78
Rice,2015,Rabi       ,Nagaland,4520.0,12220,1308.3,713753.2,1491.6,2.703333333,132,54,69,21.84,55.63
Rice,2015,Rabi       ,Nagaland,4520.0,12220,1308.3,713753.2,1491.6,2.703333333,60,34,33,34.94,81.78
Sesamum,2015,Kharif     ,Nagaland,3580.0,2160,1308.3,565317.8,1181.4,0.604545455,97,67,27,24.08,77.05
Small millets,2015,Kharif     ,Nagaland,8740.0,9810,1308.3,1380133.4,2884.2,1.115555556,54,33,88,27.17,83.12
Soyabean,2015,Kharif     ,Nagaland,24860.0,31170,1308.3,3925642.6,8203.8,1.238181818,118,48,27,32.32,83.73
Sugarcane,2015,Kharif     ,Nagaland,4370.0,190200,1308.3,690066.7,1442.1,43.52272727,113,24,30,21.77,63.82
Sunflower,2015,Kharif     ,Nagaland,340.0,280,1308.3,53689.4,112.2,0.788333333,63,77,48,24.76,60.53
Sunflower,2015,Kharif     ,Nagaland,340.0,280,1308.3,53689.4,112.2,0.788333333,99,68,74,22.39,72.11
Sunflower,2015,Rabi       ,Nagaland,2170.0,1330,1308.3,342664.7,716.1,0.614,63,77,48,24.76,60.53
Sunflower,2015,Rabi       ,Nagaland,2170.0,1330,1308.3,342664.7,716.1,0.614,99,68,74,22.39,72.11
Sweet potato,2015,Kharif     ,Nagaland,1640.0,13950,1308.3,258972.4,541.2,8.504545455,75,37,58,20.94,61.94
Tapioca,2015,Kharif     ,Nagaland,2270.0,45880,1308.3,358455.7,749.1,20.18818182,121,70,32,34.41,63.99
Urad,2015,Rabi       ,Nagaland,820.0,670,1308.3,129486.2,270.6,0.824545455,118,20,83,32.88,52.77
Wheat,2015,Rabi       ,Nagaland,3250.0,5950,1308.3,513207.5,1072.5,1.828888889,56,46,68,33.19,89.65
other oilseeds,2015,Kharif     ,Nagaland,2370.0,1420,1308.3,374246.7,782.1,0.595555556,65,79,38,33.03,62.37
Arhar/Tur,2015,Kharif     ,Punjab,2600.0,2630,512.6,410566.0,858.0,1.00625,104,46,86,22.32,81.2
Barley,2015,Rabi       ,Punjab,9000.0,33300,512.6,1421190.0,2970.0,3.621428571,127,44,71,31.77,89.73
Cotton(lint),2015,Kharif     ,Punjab,339000.0,393000,512.6,53531490.0,111870.0,1.264444444,105,60,39,30.92,88.77
Gram,2015,Rabi       ,Punjab,1700.0,2180,512.6,268447.0,561.0,1.2575,53,40,73,33.88,75.36
Groundnut,2015,Kharif     ,Punjab,1000.0,1900,512.6,157910.0,330.0,1.9,149,33,24,23.29,71.55
Guar seed,2015,Kharif     ,Punjab,48600.0,33440,512.6,7674426.0,16038.0,0.8225,97,71,81,26.21,62.37
Maize,2015,Kharif     ,Punjab,115000.0,424000,512.6,18159650.0,37950.0,3.759230769,66,72,36,24.42,84.46
Masoor,2015,Rabi       ,Punjab,600.0,420,512.6,94746.0,198.0,0.65,85,39,72,23.87,63.52
Moong(Green Gram),2015,Kharif     ,Punjab,6400.0,4290,512.6,1010624.0,2112.0,0.699230769,119,47,56,29.79,54.27
Peas & beans (Pulses),2015,Rabi       ,Punjab,3500.0,5300,512.6,552685.0,1155.0,1.475,129,40,38,22.46,61.76
Rapeseed &Mustard,2015,Rabi       ,Punjab,31000.0,41800,512.6,4895210.0,10230.0,1.329411765,142,42,29,26.97,62.6
Rice,2015,Kharif     ,Punjab,2975000.0,11823000,512.6,469782250.0,981750.0,3.923181818,149,30,63,29.7,78.74
Sesamum,2015,Kharif     ,Punjab,4700.0,1550,512.6,742177.0,1551.0,0.352727273,87,75,68,21.95,56.78
Sugarcane,2015,Whole Year ,Punjab,90000.0,6607000,512.6,14211900.0,29700.0,77.086,111,21,56,23.85,62.67
Urad,2015,Kharif     ,Punjab,2000.0,1080,512.6,315820.0,660.0,0.614,97,39,77,34.51,53.06
Wheat,2015,Rabi       ,Punjab,3508000.0,16077000,512.6,553948280.0,1157640.0,4.552272727,59,43,34,31.93,83.94
Arhar/Tur,2015,Kharif     ,Telangana,247514.0,103903,747.9,39084935.74,81679.62,0.496666667,85,74,39,30.15,78.99
Arhar/Tur,2015,Kharif     ,Telangana,247514.0,103903,747.9,39084935.74,81679.62,0.496666667,78,44,74,32.84,67.5
Arhar/Tur,2015,Rabi       ,Telangana,1415.0,937,747.9,223442.65,466.95,0.5225,85,74,39,30.15,78.99
Arhar/Tur,2015,Rabi       ,Telangana,1415.0,937,747.9,223442.65,466.95,0.5225,78,44,74,32.84,67.5
Bajra,2015,Kharif     ,Telangana,1632.0,1531,747.9,257709.12,538.56,0.882,127,56,32,20.21,67.2
Bajra,2015,Kharif     ,Telangana,1632.0,1531,747.9,257709.12,538.56,0.882,53,41,39,20.09,56.65
Bajra,2015,Rabi       ,Telangana,4268.0,4003,747.9,673959.88,1408.44,0.864,127,56,32,20.21,67.2
Bajra,2015,Rabi       ,Telangana,4268.0,4003,747.9,673959.88,1408.44,0.864,53,41,39,20.09,56.65
Banana,2015,Kharif     ,Telangana,1756.0,84008,747.9,277289.96,579.48,48.41333333,93,78,62,22.31,65.38
Cashewnut,2015,Kharif     ,Telangana,3036.0,2146,747.9,479414.76,1001.88,0.71,105,43,60,27.43,86.27
Castor seed,2015,Kharif     ,Telangana,47373.0,16948,747.9,7480670.43,15633.09,0.34875,91,34,67,28.55,55.55
Castor seed,2015,Kharif     ,Telangana,47373.0,16948,747.9,7480670.43,15633.09,0.34875,149,31,75,21.71,80.6
Castor seed,2015,Rabi       ,Telangana,601.0,213,747.9,94903.91,198.33,0.338,91,34,67,28.55,55.55
Castor seed,2015,Rabi       ,Telangana,601.0,213,747.9,94903.91,198.33,0.338,149,31,75,21.71,80.6
Coriander,2015,Kharif     ,Telangana,11.0,8,747.9,1737.01,3.63,0.73,62,65,87,21.08,51.89
Coriander,2015,Kharif     ,Telangana,11.0,8,747.9,1737.01,3.63,0.73,95,50,63,32.43,62.47
Coriander,2015,Rabi       ,Telangana,998.0,382,747.9,157594.18,329.34,0.402857143,62,65,87,21.08,51.89
Coriander,2015,Rabi       ,Telangana,998.0,382,747.9,157594.18,329.34,0.402857143,95,50,63,32.43,62.47
Cotton(lint),2015,Kharif     ,Telangana,1773256.0,3733072,747.9,280014855.0,585174.48,1.973333333,131,62,66,26.97,83.88
Cowpea(Lobia),2015,Kharif     ,Telangana,2167.0,1135,747.9,342190.97,715.11,0.511666667,82,50,69,34.89,67.8
Cowpea(Lobia),2015,Kharif     ,Telangana,2167.0,1135,747.9,342190.97,715.11,0.511666667,70,72,51,23.44,78.11
Cowpea(Lobia),2015,Rabi       ,Telangana,6021.0,16132,747.9,950776.11,1986.93,2.523333333,82,50,69,34.89,67.8
Cowpea(Lobia),2015,Rabi       ,Telangana,6021.0,16132,747.9,950776.11,1986.93,2.523333333,70,72,51,23.44,78.11
Dry chillies,2015,Kharif     ,Telangana,65188.0,182753,747.9,10293837.08,21512.04,2.255555556,129,49,73,29.71,54.14
Dry chillies,2015,Kharif     ,Telangana,65188.0,182753,747.9,10293837.08,21512.04,2.255555556,128,60,58,32.07,77.34
Dry chillies,2015,Rabi       ,Telangana,16409.0,44857,747.9,2591145.19,5414.97,2.717777778,129,49,73,29.71,54.14
Dry chillies,2015,Rabi       ,Telangana,16409.0,44857,747.9,2591145.19,5414.97,2.717777778,128,60,58,32.07,77.34
Garlic,2015,Rabi       ,Telangana,285.0,1009,747.9,45004.35,94.05,3.5225,106,39,77,33.09,82.76
Ginger,2015,Kharif     ,Telangana,1822.0,11862,747.9,287712.02,601.26,5.5225,118,27,80,24.59,82.21
Ginger,2015,Kharif     ,Telangana,1822.0,11862,747.9,287712.02,601.26,5.5225,119,63,38,22.9,67.55
Ginger,2015,Rabi       ,Telangana,6.0,39,747.9,947.46,1.98,6.5,118,27,80,24.59,82.21
Ginger,2015,Rabi       ,Telangana,6.0,39,747.9,947.46,1.98,6.5,119,63,38,22.9,67.55
Gram,2015,Rabi       ,Telangana,69846.0,50357,747.9,11029381.86,23049.18,0.917777778,116,49,88,23.39,86.17
Groundnut,2015,Kharif     ,Telangana,13470.0,21503,747.9,2127047.7,4445.1,1.348333333,97,54,41,30.0,73.0
Groundnut,2015,Kharif     ,Telangana,13470.0,21503,747.9,2127047.7,4445.1,1.348333333,125,40,54,27.83,82.71
Groundnut,2015,Rabi       ,Telangana,114331.0,184409,747.9,18054008.21,37729.23,1.725555556,97,54,41,30.0,73.0
Groundnut,2015,Rabi       ,Telangana,114331.0,184409,747.9,18054008.21,37729.23,1.725555556,125,40,54,27.83,82.71
Horse-gram,2015,Kharif     ,Telangana,510.0,110,747.9,80534.1,168.3,0.22,149,66,29,28.98,58.54
Horse-gram,2015,Kharif     ,Telangana,510.0,110,747.9,80534.1,168.3,0.22,82,59,34,20.31,58.41
Horse-gram,2015,Rabi       ,Telangana,1530.0,684,747.9,241602.3,504.9,0.418888889,149,66,29,28.98,58.54
Horse-gram,2015,Rabi       ,Telangana,1530.0,684,747.9,241602.3,504.9,0.418888889,82,59,34,20.31,58.41
Jowar,2015,Kharif     ,Telangana,45161.0,50527,747.9,7131373.51,14903.13,0.96,85,77,21,25.86,80.17
Jowar,2015,Kharif     ,Telangana,45161.0,50527,747.9,7131373.51,14903.13,0.96,82,47,41,24.65,75.87
Jowar,2015,Rabi       ,Telangana,31197.0,25176,747.9,4926318.27,10295.01,0.867777778,85,77,21,25.86,80.17
Jowar,2015,Rabi       ,Telangana,31197.0,25176,747.9,4926318.27,10295.01,0.867777778,82,47,41,24.65,75.87
Linseed,2015,Rabi       ,Telangana,7.0,3,747.9,1105.37,2.31,0.43,80,58,31,32.96,77.05
Maize,2015,Kharif     ,Telangana,454308.0,1161260,747.9,71739776.28,149921.64,2.983333333,70,36,81,31.64,59.46
Maize,2015,Kharif     ,Telangana,454308.0,1161260,747.9,71739776.28,149921.64,2.983333333,76,31,64,26.44,65.98
Maize,2015,Rabi       ,Telangana,118486.0,589814,747.9,18710124.26,39100.38,4.658888889,70,36,81,31.64,59.46
Maize,2015,Rabi       ,Telangana,118486.0,589814,747.9,18710124.26,39100.38,4.658888889,76,31,64,26.44,65.98
Masoor,2015,Rabi       ,Telangana,46.0,16,747.9,7263.86,15.18,0.35,140,71,77,29.46,60.34
Moong(Green Gram),2015,Kharif     ,Telangana,411094.0,421667,747.9,64915853.54,135661.02,1.773333333,121,69,39,20.72,52.73
Moong(Green Gram),2015,Kharif     ,Telangana,411094.0,421667,747.9,64915853.54,135661.02,1.773333333,111,37,70,29.56,58.16
Moong(Green Gram),2015,Rabi       ,Telangana,152891.0,213712,747.9,24143017.81,50454.03,1.04,121,69,39,20.72,52.73
Moong(Green Gram),2015,Rabi       ,Telangana,152891.0,213712,747.9,24143017.81,50454.03,1.04,111,37,70,29.56,58.16
Onion,2015,Kharif     ,Telangana,5269.0,74452,747.9,832027.79,1738.77,13.5075,145,66,26,21.46,89.81
Onion,2015,Kharif     ,Telangana,5269.0,74452,747.9,832027.79,1738.77,13.5075,75,74,43,30.71,59.36
Onion,2015,Rabi       ,Telangana,10462.0,315376,747.9,1652054.42,3452.46,28.95888889,145,66,26,21.46,89.81
Onion,2015,Rabi       ,Telangana,10462.0,315376,747.9,1652054.42,3452.46,28.95888889,75,74,43,30.71,59.36
Other  Rabi pulses,2015,Rabi       ,Telangana,54.0,21,747.9,8527.14,17.82,0.305,115,47,86,28.61,56.37
Other Kharif pulses,2015,Kharif     ,Telangana,100.0,37,747.9,15791.0,33.0,0.343333333,61,79,89,24.51,77.88
Potato,2015,Rabi       ,Telangana,2220.0,28466,747.9,350560.2,732.6,13.8,71,22,72,25.56,74.09
Ragi,2015,Kharif     ,Telangana,742.0,404,747.9,117169.22,244.86,0.666666667,66,70,53,21.35,79.84
Ragi,2015,Kharif     ,Telangana,742.0,404,747.9,117169.22,244.86,0.666666667,56,34,52,24.84,76.15
Ragi,2015,Rabi       ,Telangana,178.0,110,747.9,28107.98,58.74,0.663333333,66,70,53,21.35,79.84
Ragi,2015,Rabi       ,Telangana,178.0,110,747.9,28107.98,58.74,0.663333333,56,34,52,24.84,76.15
Rapeseed &Mustard,2015,Rabi       ,Telangana,1365.0,1665,747.9,215547.15,450.45,1.023333333,117,35,42,34.5,58.92
Rice,2015,Kharif     ,Telangana,748713.0,2197030,747.9,118229269.8,247075.29,2.822222222,86,41,77,27.29,70.04
Rice,2015,Kharif     ,Telangana,748713.0,2197030,747.9,118229269.8,247075.29,2.822222222,87,73,87,27.11,57.07
Rice,2015,Rabi       ,Telangana,297475.0,850259,747.9,46974277.25,98166.75,2.785555556,86,41,77,27.29,70.04
Rice,2015,Rabi       ,Telangana,297475.0,850259,747.9,46974277.25,98166.75,2.785555556,87,73,87,27.11,57.07
Safflower,2015,Rabi       ,Telangana,3855.0,2581,747.9,608743.05,1272.15,0.806,145,68,88,29.44,60.14
Sesamum,2015,Kharif     ,Telangana,4012.0,148,747.9,633534.92,1323.96,0.068571429,60,50,59,27.27,89.48
Sesamum,2015,Kharif     ,Telangana,4012.0,148,747.9,633534.92,1323.96,0.068571429,50,50,66,25.33,79.15
Sesamum,2015,Rabi       ,Telangana,9865.0,2770,747.9,1557782.15,3255.45,0.242857143,60,50,59,27.27,89.48
Sesamum,2015,Rabi       ,Telangana,9865.0,2770,747.9,1557782.15,3255.45,0.242857143,50,50,66,25.33,79.15
Small millets,2015,Kharif     ,Telangana,1246.0,993,747.9,196755.86,411.18,0.8,74,20,62,22.09,81.31
Small millets,2015,Kharif     ,Telangana,1246.0,993,747.9,196755.86,411.18,0.8,91,30,80,29.45,51.2
Small millets,2015,Rabi       ,Telangana,64.0,51,747.9,10106.24,21.12,0.8,74,20,62,22.09,81.31
Small millets,2015,Rabi       ,Telangana,64.0,51,747.9,10106.24,21.12,0.8,91,30,80,29.45,51.2
Soyabean,2015,Kharif     ,Telangana,242802.0,251597,747.9,38340863.82,80124.66,1.063333333,101,25,61,31.23,65.29
Soyabean,2015,Kharif     ,Telangana,242802.0,251597,747.9,38340863.82,80124.66,1.063333333,73,42,81,33.85,72.21
Soyabean,2015,Rabi       ,Telangana,394.0,420,747.9,62216.54,130.02,1.055,101,25,61,31.23,65.29
Soyabean,2015,Rabi       ,Telangana,394.0,420,747.9,62216.54,130.02,1.055,73,42,81,33.85,72.21
Sugarcane,2015,Kharif     ,Telangana,34895.0,2404655,747.9,5510269.45,11515.35,70.39333333,102,28,86,20.05,55.99
Sunflower,2015,Kharif     ,Telangana,910.0,828,747.9,143698.1,300.3,0.91,105,71,74,21.0,83.94
Sunflower,2015,Kharif     ,Telangana,910.0,828,747.9,143698.1,300.3,0.91,112,35,68,33.49,55.58
